timestamp,x1,y1,x2,y2
21.999950,-0.465878,11.858885,253.739517,46.569969
22.049950,-0.459696,11.869208,251.699509,52.163231
22.099949,-0.453138,11.879583,249.535309,57.739536
22.149948,-0.446201,11.890018,247.246185,63.295876
22.199947,-0.438883,11.900523,244.831436,68.829170
22.249947,-0.431183,11.911108,242.290466,74.336266
22.299946,-0.423099,11.921782,239.622726,79.813942
22.349945,-0.414630,11.932554,236.827789,85.258904
22.399944,-0.405774,11.943437,233.905289,90.667786
22.449944,-0.396530,11.954438,230.854950,96.037155
22.499943,-0.386899,11.965570,227.676620,101.363525
22.549942,-0.376880,11.976844,224.370239,106.643333
22.599941,-0.366473,11.988269,220.935852,111.872963
22.649940,-0.355678,11.999857,217.373627,117.048744
22.699940,-0.344497,12.011620,213.683838,122.166954
22.749939,-0.332930,12.023568,209.866913,127.223824
22.799938,-0.320980,12.035714,205.923386,132.215530
22.849937,-0.308648,12.048070,201.853943,137.138229
22.899937,-0.295938,12.060646,197.659393,141.988037
22.949936,-0.282851,12.073455,193.340714,146.761032
22.999935,-0.269391,12.086509,188.899017,151.453293
23.049934,-0.255563,12.099819,184.335587,156.060867
23.099934,-0.241369,12.113399,179.651840,160.579803
23.149933,-0.226816,12.127258,174.849380,165.006149
23.199932,-0.211909,12.141411,169.929962,169.335968
23.249931,-0.196653,12.155868,164.895523,173.565353
23.299931,-0.181055,12.170640,159.748154,177.690399
23.349930,-0.165122,12.185740,154.490112,181.707245
23.399929,-0.148860,12.201180,149.123856,185.612106
23.449928,-0.132279,12.216971,143.652008,189.401215
23.499928,-0.115386,12.233124,138.077362,193.070892
23.549927,-0.098191,12.249649,132.402878,196.617538
23.599926,-0.080702,12.266558,126.631683,200.037643
23.649925,-0.062931,12.283860,120.767082,203.327774
23.699924,-0.044887,12.301567,114.812553,206.484634
23.749924,-0.026581,12.319687,108.771721,209.505051
23.799923,-0.008026,12.338229,102.648369,212.385956
23.849922,0.010768,12.357203,96.446434,215.124435
23.899921,0.029788,12.376617,90.169998,217.717743
23.949921,0.049020,12.396480,83.823280,220.163269
23.999920,0.068452,12.416797,77.410622,222.458572
24.049919,0.088071,12.437576,70.936485,224.601425
24.099918,0.107862,12.458824,64.405449,226.589737
24.149918,0.127811,12.480546,57.822186,228.421646
24.199917,0.147904,12.502747,51.191456,230.095490
24.249916,0.168127,12.525431,44.518105,231.609787
24.299915,0.188463,12.548602,37.807034,232.963303
24.349915,0.208899,12.572264,31.063200,234.154984
24.399914,0.229419,12.596418,24.291607,235.184006
24.449913,0.250008,12.621068,17.497280,236.049774
24.499912,0.270651,12.646214,10.685265,236.751907
24.549911,0.291331,12.671855,3.860605,237.290237
24.599911,0.312035,12.697992,-2.971664,237.664825
24.649910,0.332747,12.724626,-9.806530,237.875961
24.699909,0.353451,12.751752,-16.639017,237.924133
24.749908,0.374134,12.779370,-23.464197,237.810059
24.799908,0.394779,12.807478,-30.277203,237.534653
24.849907,0.415373,12.836071,-37.073235,237.099030
24.899906,0.435902,12.865146,-43.847580,236.504517
24.949905,0.456350,12.894697,-50.595615,235.752609
24.999905,0.476705,12.924720,-57.312817,234.845001
25.049904,0.496954,12.955209,-63.994778,233.783539
25.099903,0.517082,12.986158,-70.637207,232.570267
25.149902,0.537078,13.017561,-77.235931,231.207367
25.199902,0.556930,13.049410,-83.786926,229.697159
25.249901,0.576625,13.081697,-90.286293,228.042114
25.299900,0.596152,13.114416,-96.730286,226.244843
25.349899,0.615501,13.147558,-103.115303,224.308044
25.399899,0.634660,13.181114,-109.437897,222.234543
25.449898,0.653620,13.215075,-115.694771,220.027252
25.499897,0.672372,13.249434,-121.882782,217.689178
25.549896,0.690906,13.284179,-127.998955,215.223419
25.599895,0.709213,13.319301,-134.040466,212.633118
25.649895,0.727287,13.354791,-140.004654,209.921478
25.699894,0.745118,13.390638,-145.889023,207.091766
25.749893,0.762701,13.426834,-151.691208,204.147278
25.799892,0.780027,13.463367,-157.409027,201.091339
25.849892,0.797092,13.500228,-163.040451,197.927307
25.899891,0.813890,13.537406,-168.583572,194.658554
25.949890,0.830414,13.574891,-174.036667,191.288452
25.999889,0.846661,13.612673,-179.398132,187.820374
26.049889,0.862626,13.650742,-184.666504,184.257690
26.099888,0.878305,13.689087,-189.840469,180.603760
26.149887,0.893694,13.727698,-194.918839,176.861923
26.199886,0.908790,13.766566,-199.900558,173.035507
26.249886,0.923590,13.805680,-204.784698,169.127792
26.299885,0.938092,13.845031,-209.570450,165.142044
